#GRM155R61H474ME11,,
#2025/02/24,,
#c_dcbias_capchange,,
#capchange  25.0degC  AC1Vrms,,
DC Bias[V],Cap. Change Rate[%],
0.0,0.0,
0.25,-0.1307623276429415,
0.5,-0.5842290060560362,
0.75,-1.3345292734162184,
1.0,-2.3544753455864598,
1.25,-3.61619842227231,
1.5,-5.091711778018537,
1.75,-6.753396485114482,
2.0,-8.57440877502469,
2.25,-10.529010857056054,
2.5,-12.592829188330102,
2.75,-14.743045769064889,
3.0,-16.958529083558773,
3.25,-19.21991189384473,
3.5,-21.50962329824042,
3.75,-23.811882368714155,
4.0,-26.112660352189977,
4.25,-28.399617927404307,
4.5,-30.662023407719886,
4.75,-32.89065711908684,
5.0,-35.07770649957821,
5.25,-37.2166557924311,
5.5,-39.30217356033745,
5.75,-41.330000650160024,
6.0,-43.29684069396864,
6.25,-45.200254749400294,
6.5,-47.03856126136906,
6.75,-48.810742166926126,
7.0,-50.51635566251308,
7.25,-52.1554559035998,
7.5,-53.72851970561903,
7.75,-55.236380156717324,
8.0,-56.68016693159896,
8.25,-58.06125300627589,
8.5,-59.38120741081641,
8.75,-60.64175361658754,
9.0,-61.84473313186736,
9.25,-62.99207387141463,
9.5,-64.08576286846186,
9.75,-65.1278229089435,
10.0,-66.12029268532379,
10.25,-67.06521008926462,
10.5,-67.96459828705166,
10.75,-68.82045424794805,
11.0,-69.63473942250724,
11.25,-70.40937229461119,
11.5,-71.1462225570478,
11.75,-71.84710668540777,
12.0,-72.51378470868367,
12.25,-73.14795799702237,
12.5,-73.75126790751894,
12.75,-74.32529514771107,
13.0,-74.87155973355328,
13.25,-75.39152143416261,
13.5,-75.8865806096108,
13.75,-76.35807936057273,
14.0,-76.80730291983254,
14.25,-77.23548122559659,
14.5,-77.64379062537485,
14.75,-78.03335566696806,
15.0,-78.40525093994587,
15.25,-78.76050293700553,
15.5,-79.10009190985983,
15.75,-79.42495369889532,
16.0,-79.73598151984368,
16.25,-80.03402769418982,
16.5,-80.31990531306307,
16.75,-80.5943898269781,
17.0,-80.85822055605686,
17.25,-81.1121021173237,
17.5,-81.3567057673483,
17.75,-81.59267065996616,
18.0,-81.82060502004477,
18.25,-82.04108723532528,
18.5,-82.2546668692681,
18.75,-82.46186559858512,
19.0,-82.66317807977074,
19.25,-82.85907274945717,
19.5,-83.04999256382756,
19.75,-83.2363556826376,
20.0,-83.41855610362161,
20.25,-83.59696425320855,
20.5,-83.771927539541,
20.75,-83.94377087379544,
21.0,-84.11279716573188,
21.25,-84.27928779927528,
21.5,-84.44350309374305,
21.75,-84.60568275609121,
22.0,-84.76604632925905,
22.25,-84.9247936413497,
22.5,-85.0821052600081,
22.75,-85.23814295592904,
23.0,-85.39305017898525,
23.25,-85.54695254997674,
23.5,-85.69995837051061,
23.75,-85.85215915299713,
24.0,-86.00363017222831,
24.25,-86.1544310394742,
24.5,-86.30460629951054,
24.75,-86.4541860504773,
25.0,-86.60318658597053,
25.25,-86.75161105829775,
25.5,-86.89945016137959,
25.75,-87.04668283137161,
26.0,-87.19327696270507,
26.25,-87.3391901369173,
26.5,-87.48437036135942,
26.75,-87.62875681463417,
27.0,-87.77228059543364,
27.25,-87.91486547132222,
27.5,-88.05642862392486,
27.75,-88.19688138696651,
28.0,-88.33612997363106,
28.25,-88.4740761897897,
28.5,-88.61061812977324,
28.75,-88.74565085153581,
29.0,-88.87906702826702,
29.25,-89.01075757376167,
29.5,-89.14061223913478,
29.75,-89.26852017878397,
30.0,-89.39437048382824,
30.25,-89.51805268161354,
30.5,-89.6394572002317,
30.75,-89.75847579738434,
31.0,-89.87500195329648,
31.25,-89.9889312277741,
31.5,-90.10016158187163,
31.75,-90.20859366501651,
32.0,-90.31413106880002,
32.25,-90.4166805489967,
32.5,-90.51615221772293,
32.75,-90.6124597079673,
33.0,-90.70552031304727,
33.25,-90.79525510383779,
33.5,-90.88158902691596,
33.75,-90.96445098702259,
34.0,-91.04377391752082,
34.25,-91.1194948427572,
34.5,-91.19155493649504,
34.75,-91.25989958080089,
35.0,-91.32447843000236,
35.25,-91.3852454845514,
35.5,-91.44215917984654,
35.75,-91.49518249528235,
36.0,-91.54428308901545,
36.25,-91.58943346414071,
36.5,-91.63061117219763,
36.75,-91.66779906012111,
37.0,-91.70098556697612,
37.25,-91.73016507698213,
37.5,-91.75533833554044,
37.75,-91.77651293510654,
38.0,-91.79370387788155,
38.25,-91.80693422236207,
38.5,-91.81623582079976,
38.75,-91.82165015453161,
39.0,-91.82322927398151,
39.25,-91.82103684978537,
39.5,-91.81514934103274,
39.75,-91.80565728590932,
40.0,-91.79266671909652,
40.25,-91.77630071904565,
40.5,-91.75670108666124,
40.75,-91.73403015494746,
41.0,-91.70847272668277,
41.25,-91.6802381342153,
41.5,-91.64956241182463,
41.75,-91.61671056681062,
42.0,-91.58197893041094,
42.25,-91.54569756376675,
42.5,-91.50823268739178,
42.75,-91.46998909494725,
43.0,-91.43141250347952,
43.25,-91.39299178274162,
43.5,-91.35526099578476,
43.75,-91.31880117178208,
44.0,-91.28424172019297,
44.25,-91.2522613831476,
44.5,-91.22358861063408,
44.75,-91.19900123111327,
45.0,-91.1793252791991,
45.25,-91.1654328326014,
45.5,-91.15823870354045,
45.75,-91.15869582618443,
46.0,-91.1677891825289,
46.25,-91.18652811564529,
46.5,-91.21593689275014,
46.75,-91.25704340243476,
47.0,-91.31086590197907,
47.25,-91.37839777322277,
47.5,-91.46059029999552,
47.75,-91.55833354734023,
48.0,-91.67243550290318,
48.25,-91.80359973344072,
48.5,-91.9524019131096,
48.75,-92.11926569276673,
49.0,-92.30443849735349,
49.25,-92.5079679567751,
49.5,-92.72967978835675,
49.75,-92.96915804841834,
50.0,-93.225728748071,
